TimeStamp;Source1;Source2;Source3
10:56:00,668;G;H;B
10:56:00,669;J;H;D
10:56:00,673;D;G;F
10:56:00,677;I;H;I
10:56:00,678;J;D;F
10:56:00,681;I;D;B
10:56:00,682;H;F;D
10:56:00,716;D;H;H
10:56:00,721;E;I;I
10:56:00,723;E;G;F
10:56:00,725;D;H;G
10:56:00,726;H;G;B
10:56:00,729;B;F;D
10:56:00,730;F;D;E
10:56:00,734;B;J;G
10:56:00,735;I;I;F
10:56:00,737;E;C;G
10:56:00,738;J;E;C
10:56:00,751;B;B;F
10:56:00,751;F;I;J
10:56:00,752;C;F;G
10:56:00,755;H;G;G
10:56:00,757;E;D;J
10:56:00,759;D;F;E
10:56:00,760;J;B;B
10:56:00,763;J;G;F
10:56:00,764;C;F;C
10:56:00,767;I;I;D
10:56:00,769;B;C;G
10:56:00,771;H;E;H
10:56:00,772;G;E;H
10:56:00,775;H;D;C
10:56:00,776;C;J;J
10:56:00,778;H;E;J
10:56:00,780;C;E;C
10:56:00,783;H;H;C
10:56:00,787;H;F;B
10:56:00,788;C;B;J
10:56:00,790;F;H;C
10:56:00,791;G;E;J
10:56:00,794;G;E;F
10:56:00,795;G;B;G
10:56:00,799;B;H;I
10:56:00,799;I;C;D
10:56:00,802;D;J;C
10:56:00,804;C;H;D
10:56:00,806;G;G;I
10:56:00,810;B;G;J
10:56:00,811;J;J;H
10:56:00,814;J;D;B
10:56:00,815;C;I;G
10:56:00,818;B;J;G
10:56:00,819;H;F;C
10:56:00,822;I;E;F
10:56:00,823;E;F;J
10:56:00,823;J;J;E
10:56:00,824;E;G;D
10:56:00,828;G;C;C
10:56:00,831;H;I;G
10:56:00,833;J;C;G
10:56:00,835;I;C;C
10:56:00,839;G;D;J
10:56:00,841;G;G;H
10:56:00,843;E;I;G
10:56:00,847;E;C;B
10:56:00,849;F;C;G
10:56:00,851;J;J;I
10:56:00,852;I;G;G
10:56:00,856;G;D;B
10:56:00,857;C;I;F
10:56:00,859;D;J;I
10:56:00,861;H;C;I
10:56:00,863;E;C;H
10:56:00,867;C;H;C
10:56:00,868;G;B;I
10:56:00,871;F;C;D
10:56:00,874;C;J;F
10:56:00,875;J;G;B
10:56:00,876;E;G;F
10:56:00,876;E;E;G
10:56:00,877;I;G;C
10:56:00,879;B;H;H
10:56:00,881;H;G;J
10:56:00,883;C;G;E
10:56:00,884;H;E;G
10:56:00,888;D;J;G
10:56:00,889;B;H;I
10:56:00,891;C;C;H
10:56:00,895;G;H;E
10:56:00,896;F;H;C
10:56:00,899;C;F;E
10:56:00,903;B;J;I
10:56:00,904;F;G;J
10:56:00,907;E;I;E
10:56:00,908;I;E;C
10:56:00,911;H;J;I
10:56:00,912;D;H;E
10:56:00,914;F;G;B
10:56:00,916;B;J;J
10:56:00,917;G;G;E
10:56:00,918;I;B;F
10:56:00,919;B;E;B
10:56:00,920;C;J;E
10:56:00,921;J;G;G
10:56:00,921;G;C;B
10:56:00,924;B;E;B
10:56:00,928;D;C;B
10:56:00,929;C;C;I
10:56:00,932;H;J;C
10:56:00,936;F;G;H
10:56:00,937;B;F;F
10:56:00,940;I;B;J
10:56:00,941;C;G;E
10:56:00,944;E;G;G
10:56:00,945;E;G;I
10:56:00,948;C;C;G
10:56:00,949;H;E;E
10:56:00,952;E;I;H
10:56:00,953;D;F;H
10:56:00,956;G;J;E
10:56:00,957;I;I;F
10:56:00,960;G;H;F
10:56:00,961;H;C;I
10:56:00,964;D;B;B
10:56:00,967;I;G;E
10:56:00,969;J;C;D
10:56:00,971;J;I;C
10:56:00,971;J;C;D
10:56:00,973;H;F;C
10:56:00,975;H;I;D
10:56:00,977;D;B;J
10:56:00,979;E;B;I
10:56:00,981;G;C;D
10:56:00,983;F;G;G
10:56:00,984;G;G;C
10:56:00,987;J;I;E
10:56:00,987;D;G;D
10:56:00,988;J;E;F
10:56:00,992;E;B;E
10:56:00,993;C;B;J
10:56:00,995;C;G;I
10:56:00,996;B;F;I
10:56:00,999;C;C;C
10:56:01,000;H;D;I
10:56:01,003;I;I;D
10:56:01,004;C;E;F
10:56:01,007;G;J;H
10:56:01,008;G;J;D
10:56:01,011;E;J;I
10:56:01,012;D;D;F
10:56:01,015;I;H;G
10:56:01,016;C;I;G
10:56:01,019;J;E;G
10:56:01,020;C;B;J
10:56:01,023;J;I;E
10:56:01,024;J;G;F
10:56:01,026;G;E;C
10:56:01,028;F;G;G
10:56:01,030;G;I;F
10:56:01,032;J;I;E
10:56:01,034;I;E;H
10:56:01,038;C;B;F
10:56:01,039;F;D;E
10:56:01,042;D;J;I
10:56:01,044;E;C;E
10:56:01,046;H;I;H
10:56:01,050;F;D;F
10:56:01,051;C;I;B
10:56:01,054;E;B;B
10:56:01,058;J;F;B
10:56:01,060;D;J;J
10:56:01,062;I;D;G
10:56:01,062;G;C;G
10:56:01,066;C;D;J
10:56:01,068;E;H;D
10:56:01,070;I;J;I
10:56:01,072;G;G;J
10:56:01,075;G;I;F
10:56:01,076;B;I;B
10:56:01,078;G;E;B
10:56:01,080;H;I;F
10:56:01,082;E;I;E
10:56:01,083;C;C;D
10:56:01,086;C;B;C
10:56:01,090;F;I;B
10:56:01,092;F;H;E
10:56:01,094;C;D;I
10:56:01,096;E;H;F
10:56:01,096;C;F;D
10:56:01,098;E;F;J
10:56:01,098;B;H;H
10:56:01,099;F;C;G
10:56:01,100;J;J;H
10:56:01,102;G;F;F
10:56:01,106;B;C;E
10:56:01,107;B;C;I
10:56:01,111;B;F;B
10:56:01,114;B;F;F
10:56:01,114;C;B;H
10:56:01,114;D;C;I
10:56:01,115;C;B;E
10:56:01,118;B;G;I
10:56:01,122;C;D;I
10:56:01,123;G;D;E
10:56:01,126;G;G;I
10:56:01,129;D;C;I
10:56:01,131;G;F;I
10:56:01,133;F;I;D
10:56:01,134;J;D;E
10:56:01,135;D;J;J
10:56:01,139;J;C;I
10:56:01,144;H;F;J
10:56:01,145;H;D;E
10:56:01,148;I;J;E
10:56:01,151;F;H;B
10:56:01,153;H;C;E
10:56:01,155;C;E;C
10:56:01,159;I;H;G
10:56:01,163;G;H;D
10:56:01,165;B;I;E
10:56:01,167;J;G;G
10:56:01,168;H;E;D
10:56:01,171;G;F;B
10:56:01,172;H;E;J
10:56:01,172;E;C;F
10:56:01,173;E;D;C
10:56:01,177;E;D;C
10:56:01,178;F;J;C
10:56:01,181;D;F;I
10:56:01,185;E;J;F
10:56:01,186;I;H;J
10:56:01,189;G;H;G
10:56:01,193;E;D;B
10:56:01,197;C;H;I
10:56:01,198;I;F;D
10:56:01,201;I;H;G
10:56:01,201;F;J;F
10:56:01,202;B;E;B
10:56:01,203;E;G;I
10:56:01,205;H;D;E
10:56:01,209;H;F;F
10:56:01,210;D;E;B
10:56:01,212;D;B;H
10:56:01,216;B;D;H
10:56:01,217;C;I;J
10:56:01,220;D;D;C
10:56:01,220;B;B;B
10:56:01,224;H;E;D
10:56:01,224;F;B;B
10:56:01,224;J;F;I
10:56:01,224;C;G;D
10:56:01,225;J;E;I
10:56:01,229;H;J;F
10:56:01,230;I;B;D
10:56:01,232;I;H;B
10:56:01,232;G;D;H
10:56:01,232;C;B;F
10:56:01,234;I;D;C
10:56:01,237;J;G;E
10:56:01,237;C;J;D
10:56:01,237;C;J;G
10:56:01,238;C;F;D
10:56:01,239;J;C;D
10:56:01,240;I;E;H
10:56:01,241;B;B;E
10:56:01,243;H;J;J
10:56:01,244;G;C;B
10:56:01,246;J;E;J
10:56:01,247;I;B;I
10:56:01,250;H;F;D
10:56:01,251;H;D;D
10:56:01,253;G;J;C
10:56:01,257;B;C;J
10:56:01,258;J;H;G
10:56:01,261;E;C;F
10:56:01,265;H;E;B
10:56:01,266;C;F;C
10:56:01,268;I;J;I
10:56:01,272;F;B;C
10:56:01,277;F;C;G
10:56:01,278;C;G;G
10:56:01,280;I;E;H
10:56:01,284;D;C;C
10:56:01,286;H;G;F
10:56:01,288;C;F;J
10:56:01,290;B;C;H
10:56:01,292;J;F;F
10:56:01,292;J;H;B
10:56:01,293;D;E;G
10:56:01,293;E;E;B
10:56:01,294;F;J;H
10:56:01,294;B;D;F
10:56:01,294;D;I;F
10:56:01,295;H;J;I
10:56:01,298;F;C;F
10:56:01,302;H;F;E
10:56:01,304;B;H;E
10:56:01,306;J;J;D
10:56:01,307;H;C;G
10:56:01,308;J;E;G
10:56:01,311;J;B;I
10:56:01,312;G;D;F
10:56:01,314;B;H;F
10:56:01,315;D;J;G
10:56:01,318;I;J;F
10:56:01,320;G;E;J
10:56:01,322;J;H;G
10:56:01,323;I;E;J
10:56:01,326;D;J;E
10:56:01,327;I;G;B
10:56:01,330;G;B;D
10:56:01,332;E;D;J
10:56:01,334;H;J;I
10:56:01,335;E;I;C
10:56:01,337;D;F;B
10:56:01,338;G;I;J
10:56:01,339;F;F;J
10:56:01,342;H;I;D
10:56:01,342;B;J;C
10:56:01,342;I;F;G
10:56:01,343;E;E;G
10:56:01,343;B;F;D
10:56:01,344;B;B;I
10:56:01,344;B;B;G
10:56:01,347;J;G;J
10:56:01,348;E;E;I
10:56:01,351;J;G;B
10:56:01,351;J;J;J
10:56:01,351;B;D;H
10:56:01,351;B;I;B
10:56:01,352;E;J;J
10:56:01,352;C;J;G
10:56:01,356;C;B;E
10:56:01,357;G;G;G
10:56:01,358;F;C;J
10:56:01,362;C;F;C
10:56:01,364;I;H;F
10:56:01,366;F;D;E
10:56:01,367;I;G;D
10:56:01,370;D;E;G
10:56:01,371;B;I;D
10:56:01,374;B;C;C
10:56:01,378;I;J;J
10:56:01,378;D;F;D
10:56:01,379;H;E;C
10:56:01,379;J;E;D
10:56:01,383;D;H;H
10:56:01,384;E;I;B
10:56:01,386;B;C;E
10:56:01,387;C;E;C
10:56:01,390;E;G;D
10:56:01,394;C;I;H
10:56:01,395;G;E;F
10:56:01,398;I;J;G
10:56:01,399;D;I;J
10:56:01,401;J;C;H
10:56:01,403;I;B;G
10:56:01,405;E;I;G
10:56:01,409;H;G;D
10:56:01,409;B;H;J
10:56:01,410;G;I;D
10:56:01,410;I;E;G
10:56:01,411;I;B;D
10:56:01,416;D;H;I
10:56:01,416;B;F;D
10:56:01,417;I;G;B
10:56:01,420;I;G;C
10:56:01,420;E;I;D
10:56:01,420;B;C;C
10:56:01,422;G;E;D
10:56:01,422;I;G;I
10:56:01,424;H;C;E
10:56:01,424;G;J;F
10:56:01,424;D;C;G
10:56:01,425;I;G;D
10:56:01,429;H;I;D
10:56:01,430;J;I;E
10:56:01,433;C;J;H
10:56:01,437;C;I;D
10:56:01,438;C;H;I
10:56:01,440;D;B;F
10:56:01,441;H;J;G
10:56:01,444;H;H;D
10:56:01,445;F;B;J
10:56:01,448;J;J;D
10:56:01,449;E;F;G
10:56:01,449;E;C;G
10:56:01,452;E;C;E
10:56:01,453;F;I;C
10:56:01,456;F;J;H
10:56:01,460;B;I;I
10:56:01,460;E;J;D
10:56:01,460;E;F;C
10:56:01,461;B;G;D
10:56:01,464;I;F;E
10:56:01,468;G;C;D
10:56:01,469;I;J;J
10:56:01,472;B;I;B
10:56:01,473;F;G;G
10:56:01,476;F;G;D
10:56:01,479;D;B;G
10:56:01,481;E;F;H
10:56:01,483;C;G;B
10:56:01,484;F;C;G
10:56:01,486;H;C;J
10:56:01,487;J;E;G
10:56:01,488;G;I;C
10:56:01,491;F;B;B
10:56:01,491;E;C;B
10:56:01,492;C;I;C
10:56:01,492;C;H;J
10:56:01,493;E;D;D
10:56:01,495;B;H;D
10:56:01,496;J;E;I
10:56:01,499;D;G;F
10:56:01,500;E;B;G
10:56:01,502;E;E;B
10:56:01,503;G;F;D
10:56:01,506;B;G;F
10:56:01,508;C;D;I
10:56:01,510;H;C;G
10:56:01,515;H;E;F
10:56:01,516;C;B;G
10:56:01,519;F;E;C
10:56:01,522;D;E;C
10:56:01,524;H;C;B
10:56:01,526;H;B;F
10:56:01,527;I;F;J
10:56:01,530;F;F;F
10:56:01,533;C;G;H
10:56:01,533;C;I;I
10:56:01,534;I;B;F
10:56:01,535;G;G;G
10:56:01,538;E;D;C
10:56:01,542;B;C;J
10:56:01,543;B;D;I
10:56:01,546;H;D;B
10:56:01,547;F;B;F
10:56:01,550;B;D;I
10:56:01,554;F;I;G
10:56:01,555;H;F;C
10:56:01,557;C;J;F
10:56:01,562;J;D;H
10:56:01,562;J;C;D
10:56:01,562;D;G;H
10:56:01,562;J;I;J
10:56:01,562;D;D;B
10:56:01,563;H;E;I
10:56:01,566;F;C;D
10:56:01,567;B;C;J
10:56:01,570;E;E;C
10:56:01,570;J;C;B
10:56:01,570;D;G;G
10:56:01,571;D;I;B
10:56:01,574;H;G;H
10:56:01,575;G;E;D
10:56:01,578;J;B;I
10:56:01,582;G;I;I
10:56:01,583;I;D;J
10:56:01,584;G;E;D
10:56:01,586;I;B;G
10:56:01,590;B;G;B
10:56:01,591;J;I;E
10:56:01,591;E;B;E
10:56:01,593;J;B;F
10:56:01,597;F;D;G
10:56:01,598;H;B;D
10:56:01,602;D;F;C
10:56:01,603;I;H;C
10:56:01,605;D;H;G
10:56:01,605;E;J;J
10:56:01,606;D;H;B
10:56:01,609;F;D;J
10:56:01,613;D;B;H
10:56:01,617;J;E;H
10:56:01,619;F;E;B
10:56:01,621;D;J;I
10:56:01,625;I;G;F
10:56:01,626;G;J;I
10:56:01,628;J;G;F
10:56:01,632;B;H;B
10:56:01,633;H;I;C
10:56:01,636;G;F;J
10:56:01,637;J;H;I
10:56:01,640;G;D;J
10:56:01,644;J;C;E
10:56:01,645;B;B;H
10:56:01,648;J;C;D
10:56:01,652;D;F;E
10:56:01,653;G;J;J
10:56:01,656;D;B;J
10:56:01,660;H;I;G
10:56:01,663;G;E;D
10:56:01,668;C;H;C
10:56:01,668;D;D;B
10:56:01,669;F;H;E
10:56:01,673;F;C;G
10:56:01,674;D;D;B
10:56:01,674;G;C;I
10:56:01,675;F;H;I
10:56:01,677;D;E;I
10:56:01,679;I;C;B
10:56:01,681;E;H;I
10:56:01,685;I;E;B
10:56:01,686;H;B;I
10:56:01,689;G;G;H
10:56:01,693;G;B;H
10:56:01,694;J;E;J
10:56:01,696;C;J;I
10:56:01,698;G;G;D
10:56:01,700;G;D;G
10:56:01,701;F;G;I
10:56:01,705;J;H;G
10:56:01,708;J;C;E
10:56:01,710;E;C;G
10:56:01,712;J;H;G
10:56:01,716;H;B;J
10:56:01,720;D;I;D
10:56:01,722;G;J;D
10:56:01,724;J;E;H
10:56:01,728;H;H;I
10:56:01,729;B;G;J
10:56:01,731;F;I;C
10:56:01,731;B;J;J
10:56:01,732;D;I;H
10:56:01,736;D;G;C
10:56:01,737;J;B;F
10:56:01,740;D;J;D
10:56:01,744;D;I;E
10:56:01,745;E;H;H
10:56:01,748;E;F;E
10:56:01,749;I;J;J
10:56:01,751;I;J;J
10:56:01,755;H;D;G
10:56:01,759;J;E;D
10:56:01,760;G;C;D
10:56:01,761;C;I;J
10:56:01,761;H;I;G
10:56:01,764;J;E;J
10:56:01,768;B;C;F
10:56:01,769;I;C;E
10:56:01,773;F;C;D
10:56:01,776;B;J;E
10:56:01,777;B;B;E
10:56:01,780;B;G;E
10:56:01,784;H;F;J
10:56:01,788;J;I;E
10:56:01,789;H;H;B
10:56:01,792;B;C;C
10:56:01,795;F;D;D
10:56:01,797;E;G;E
10:56:01,799;D;H;I
10:56:01,803;H;G;G
10:56:01,807;C;C;C
10:56:01,808;F;I;D
10:56:01,811;C;J;C
10:56:01,815;G;F;G
10:56:01,816;J;J;H
10:56:01,819;D;G;C
10:56:01,823;I;H;E
10:56:01,824;J;G;G
10:56:01,827;C;D;E
10:56:01,828;H;C;C
10:56:01,830;C;B;C
10:56:01,834;F;F;J
10:56:01,839;H;D;H
10:56:01,840;F;B;C
10:56:01,842;I;D;C
10:56:01,846;F;J;F
10:56:01,850;E;F;B
10:56:01,851;H;C;G
10:56:01,854;C;E;F
10:56:01,858;F;D;F
10:56:01,859;E;E;H
10:56:01,861;B;E;J
10:56:01,865;H;H;I
10:56:01,865;B;H;J
10:56:01,866;H;B;D
10:56:01,869;H;B;G
10:56:01,870;J;H;H
10:56:01,874;B;D;J
10:56:01,877;E;D;G
10:56:01,878;B;J;D
10:56:01,881;B;G;D
10:56:01,881;H;H;F
10:56:01,883;E;H;C
10:56:01,886;E;E;D
10:56:01,886;B;F;C
10:56:01,887;H;D;B
10:56:01,888;B;G;B
10:56:01,889;G;B;B
10:56:01,891;F;H;D
10:56:01,894;J;E;J
10:56:01,895;G;J;H
10:56:01,898;J;I;J
10:56:01,902;E;D;D
10:56:01,903;H;J;I
10:56:01,907;D;J;C
10:56:01,910;B;I;E
10:56:01,911;C;F;F
10:56:01,912;E;E;B
10:56:01,912;D;F;E
10:56:01,914;C;D;D
10:56:01,918;H;C;F
10:56:01,918;J;J;J
10:56:01,919;C;J;B
10:56:01,919;J;G;F
10:56:01,924;F;F;I
10:56:01,925;E;I;C
10:56:01,928;F;E;F
10:56:01,928;B;J;D
10:56:01,929;F;D;B
10:56:01,930;I;D;D
10:56:01,933;J;C;G
10:56:01,935;G;C;J
10:56:01,936;J;F;F
10:56:01,936;I;G;E
10:56:01,937;G;D;I
10:56:01,940;B;D;H
10:56:01,944;B;C;F
10:56:01,945;G;C;F
10:56:01,948;D;H;F
10:56:01,949;E;D;I
10:56:01,952;B;E;E
10:56:01,956;D;I;C
10:56:01,956;D;F;B
10:56:01,960;D;H;J
10:56:01,964;I;I;H
10:56:01,965;D;C;G
10:56:01,967;J;G;F
10:56:01,971;F;H;I
10:56:01,971;F;C;G
10:56:01,971;J;G;C
10:56:01,972;I;I;D
10:56:01,975;G;J;G
10:56:01,975;J;I;H
10:56:01,977;G;I;F
10:56:01,977;B;H;E
10:56:01,981;G;E;H
10:56:01,982;I;C;I
10:56:01,984;J;H;D
10:56:01,988;H;D;D
10:56:01,989;I;I;G
10:56:01,993;E;B;F
10:56:01,993;E;H;J
10:56:01,993;H;E;I
10:56:01,993;G;B;C
10:56:01,993;F;F;I
10:56:01,995;D;D;F
10:56:01,997;H;B;D
10:56:01,999;G;F;B
10:56:02,002;D;J;C
10:56:02,003;H;G;D
10:56:02,007;H;G;C
10:56:02,008;I;H;H
10:56:02,011;B;I;J
10:56:02,015;J;J;D
10:56:02,016;C;C;J
10:56:02,019;I;D;G
10:56:02,019;E;G;H
10:56:02,019;I;F;J
10:56:02,020;B;C;H
10:56:02,023;E;F;C
10:56:02,024;G;E;I
10:56:02,027;H;J;C
10:56:02,027;C;F;F
10:56:02,031;J;C;H
10:56:02,033;G;J;I
10:56:02,034;I;B;F
10:56:02,035;I;F;E
10:56:02,038;I;I;C
10:56:02,039;F;I;F
10:56:02,042;E;D;B
10:56:02,046;J;B;I
10:56:02,047;J;B;E
10:56:02,049;F;I;J
10:56:02,053;H;F;C
10:56:02,055;B;I;H
10:56:02,058;H;C;B
10:56:02,058;J;H;G
10:56:02,058;C;C;B
10:56:02,058;C;C;H
